标题,发布/编辑时间,赞同数,内容摘要,链接
和富二代谈恋爱是怎样的体验？,未知,0,我和各种二代妹子谈过。 印象比较深的是某个金发大小姐。 不是我家的大小姐。 而是一个很搞的金发笨蛋美少女。 我和她交往的时候她还没成年，但是这个事情问题不大，因为和她认识还没半个小时她就把她家底全盘托出了： 家…,https://www.zhihu.com/question/32674202/answer/1980655727728153164
人们为什么开始喜欢《泰坦尼克号》里面的贵族少爷卡尔？,未知,0,"我小时候就对这句台词印象很深 ""我们是贵族，肉丝"" 现实里相信这句话的二代有一个算一个都是傻逼。 光是因为这句话我就不喜欢这个二世祖。…",https://www.zhihu.com/question/20194023/answer/1980412652166616622
有哪些幽默讽刺的段子？,未知,0,笑死 我在就事论事。 我不知道谁破防了…,https://www.zhihu.com/question/32171868/answer/1980387279794098189
为什么国内的高中生特别胖？,未知,0,胃口大呗 我高中的时候午饭吃面可以吃一斤，以前我经常用这个事情来打赌。 午饭我通常要吃三人份的，我自己一份，我同桌吃不下会剩下半份给我，学习委员也会剩下半份给我。 就这样我还是容易饿 我当时每年暑假集训还要高强度训练，进行巨量的消耗。 早上热身跑6.8公里，跑完早上训练三小时，下午训练四小时，内容就是100米往返跑，冲刺，压腿，…,https://www.zhihu.com/question/785237028/answer/1980382316414125530
为什么家长为我们物色的相亲对象都这么丑？,未知,0,但凡爹妈手里有好的，你小时候就应该有和你一起玩的长得很漂亮的青梅竹马了。 你再仔细想想，你是不是有错过了什么？…,https://www.zhihu.com/question/328997057/answer/1980314946777670716
富二代不愿意让家境较差的女友婚后管钱，是不是一种没诚意的表现？,未知,0,"这些二代自己都管不到家里的钱，更别说老婆了。 很多小富结婚后很长一段时间家里都是不会给大钱的。女朋友老婆当然可以管钱，但是管的也都是小家庭的钱。 有些精明的爹妈在儿子结婚后的一段时间是把整个小家庭当成外人来提防的——""你要觉得你们有能力继承家产那你靠实力来证明，要是你没本事你就和你老婆太太平平过日子，日常开销你们尽管张口，…",https://www.zhihu.com/question/1976677299328943655/answer/1980300085339387893
男朋友没在我身上花过钱，一直都是AA过，但是他很爱我，要不要继续下去？,未知,0,"先不管他是不是爱你。 你很在意他有没有为你花过钱。 这说明你不爱他，因为比起他你更在乎钱。而你不愿意分手的最大理由，可能只是因为""现在只有他爱你""，和""我还没找到我真的爱的人""。 我觉得，就算你现在不分手，如果将来遇到一个你愿意为他花钱的男生，你也会想和现在这个男朋友分手的。…",https://www.zhihu.com/question/633364220/answer/1980284157801300244
努力在天赋面前是不是一文不值？那努力还有什么意义？,未知,0,没天赋你就不过日子了？ 你能搬十块砖我只能搬两块砖，包工头也不会只雇你不雇我呀。…,https://www.zhihu.com/question/1951415883634282687/answer/1980281789659493905
一个喜欢你的男生在忙事业，精力有限不能提供情绪价值，他习惯自己抗事，怎么办？,未知,0,那么几年以后你大概率会问出类似的问题 你老公也有可能去回答下面这个问题。 讲点我的经历吧 我有段时间也在我爸公司打工，所以我就安排当时的女朋友就住到了我们家公司附近的酒店里。 她住的地方离我就200米，我每天中午都会去找她，她会准备好午饭和我一起吃饭。 如果我要加班，她就会等其他人都下班后来公司陪着我。 如果我准时下班，我们两个就…,https://www.zhihu.com/question/1978742865099237282/answer/1980280588993847420
边牧作为智力排名第一的狗，为什么很多人还是不愿意养？,未知,0,"边牧完全没有忠诚度 我家养的是德牧，我朋友家是边牧。 他每次来我家都夸我家狗好忠心，无论看到谁都会预警。他说他家边牧遇到陌生人来家里就会躲到车底下一言不发。 而且他家的边牧心眼子极多，我们当着狗的面互相打闹他家狗看都不看，完全不帮他，但是如果我们当着它的面商量：""我们现在一起不理它吧""，它就会立刻竖起耳朵然后把狗头拱过来要求…",https://www.zhihu.com/question/329070571/answer/1980046037176579382
上海堵车严重嘛?,未知,0,"我曾经有一次去五角场吃饭，从人民广场上车然后走四平路。 当时是下午四点，我朋友来电话问我到哪了，我说我已经到四平路了，最多二十分钟就到五角场。 他回了我一句""册那？四平路？你快点下车去换旁边的四号线转八号线，否则你六点都到不了。"" 然后那天司机光是过那个路口停车，就用了20分钟…… ——————————————————————…",https://www.zhihu.com/question/412738479/answer/1979763975089567088
男生是不是大多数对平胸没感觉？,未知,0,对不起，我是萝莉控，我很喜欢160身高贫乳纤细身材的小女孩。…,https://www.zhihu.com/question/1967421882807620905/answer/1979637305850480316
男人有女人滋润和长久不滋润有什么不同？,未知,0,会比有点像小孩，比普通男性要可爱一点 网上会被容易误会成像女生。 跟女性更聊得来。 性格会比较开朗，不会很阴郁，不会暴躁，也不会仇恨这个世界。 其实这个状态也可以用来分辨瓢虫。 如果一个男人一直不缺女人但是又给人感觉很油腻的话，那他多半是只会花钱但是没人爱的瓢虫。…,https://www.zhihu.com/question/1923659875575128636/answer/1979621200054477367
如何评价央视网称俄罗斯取代日本成中国游客新宠?,未知,0,我旅游可以不选日本，这没什么的，地球上能玩的地方多了。 但是你和我推荐说俄罗斯比日本更适合旅游？ 呃……你这样说我只会觉得你不是个好人。 你是觉得斯拉夫疯狗比小鬼子安全?…,https://www.zhihu.com/question/1978085931559957718/answer/1979598397452346253
请资产千万以上的大佬们，说下你们目前的烦恼？,未知,0,我目前没有任何烦恼 我很烦恼这一点………,https://www.zhihu.com/question/562228131/answer/1979565198558917509
男生真的会很在乎女生的第一次吗？,未知,0,"想了想，还是挺在乎的 求求了不要在还是处女的时候硬装碧池爬我床啊! 我真的怕了。 你知不知道在做完之后才幽幽的说一句""嘻嘻，其实我是第一次哦~""是一件很恐怖很恐怖的事情啊啊啊！!…",https://www.zhihu.com/question/625217641/answer/1979561282639266645
上海人家庭只有一套房子外加现金350万，怎么才可以利益最大化?,未知,0,利益最大化？意思就是只谈利益咯？ 你家够不够大？能不能住得下五口人？够的话房都不要买，娶个小地方的姑娘。你这样殷实的小家庭只要条件不太差应该有办法骗到一个老婆的，和父母住一起，350万存起来吃利息，不要做任何投资，和老婆一起找个不是太辛苦的班上，要是家里有关系，帮你和你老婆找个国企单位上班。每天可以正常上下班，每个月两个…,https://www.zhihu.com/question/1883050639124309763/answer/1979559891707377016
男性的身高重要吗?,未知,0,"我初中的时候觉得太高了会吓到别人。当时我裸高是190，但是我一直说我是187。 然后高中去模特班面试才发现身高原来还是挺有用的，当时我们面试都要做一分钟的自我介绍，我站过去还没开口，对面老师就说""好了这个要了，下一个""。 那会我裸高是192 再后来我就发现女生是真的喜欢高个，她们好像觉得谈恋爱就和买猪肉一样，猪肉越多越合算，…",https://www.zhihu.com/question/581922377/answer/1979543715111514165
你二十几岁，有个存款千万的40岁大叔想娶你，你嫁不嫁？,未知,0,实话实说 我遇到的二十岁的姑娘们，还是愿意嫁我，而不是去打我爸的主意。…,https://www.zhihu.com/question/661694836/answer/1979400053505418924
武大郎的条件放到现代可以娶到潘金莲吗？,未知,0,小说里的武大郎身高1米5不到，你就问问多少现代潘金莲是愿意嫁他的。,https://www.zhihu.com/question/6296579620/answer/1979285949725832255
女生对长得帅的男生有多主动？,未知,0,"你以为你值得吹嘘的骚操作，其实都源自于你的身高和脸。 你以为是你在姑娘面前无比帅气的动作吸引到了她，其实只是因为她觉得你看起来就很可爱。 如果你长得还行，那就千万不要去分享你追求姑娘的""恋爱经验"" 因为那些操作通常都很可笑。 只不过她很喜欢那个可笑的你罢了。…",https://www.zhihu.com/question/621749107/answer/1979238553872516430
为什么李新野如此渴望女人，哪怕他再有钱也找不到对他好的美女？,未知,0,因为女人就是这么混沌的。 她对你好可能是因为任何原因，也有可能是不因为任何原因。 拿钱买爱是这个世界上最抽象的事情。 约等于你放弃了被爱的可能性了。…,https://www.zhihu.com/question/1977426181553934621/answer/1979222103434760310
现在的年轻人喜欢二次元。能不能让献血库与二次元联名并送一些二次元周边产品来积极鼓励年轻人去无偿献血?,未知,0,献血送的周边撑死了一个吧唧。 同样的联动活动放奶茶这边只要25元还给你两杯奶茶。 而且献血周边挂出来很蠢的啊。…,https://www.zhihu.com/question/1977816971996321027/answer/1979189536530665630
如果你是有男朋友的，突然出现了一个多金的大叔，对你有想法怎么办？,未知,0,"其实女生很混沌的。她要是真心喜欢上这么一个中年人，那么只会是因为她喜欢对方，而不是因为对方有钱。 热恋中的小女孩对金钱的要求是很低的 要是她更喜欢你的话，那么对方再有钱她也不会动心的。 ——我不是在天真的幻想真爱无敌这玩意。 而是想说女人对""喜欢""的触发机制就是这么莫名其妙的。 如果你把""多金大叔""当成自己的人生目标，觉得自己只…",https://www.zhihu.com/question/475746321/answer/1979185219547452570
